,label,t-end,t-start,video-id
95,70,104.653294393,25.8037492212,7ET-TtUVU7s
96,3,95.1924960998,66.1507176287,fSUwyioi_ws
97,71,133.796364486,42.6329813084,STAvUAslEYM
98,72,22.1761528861,2.13366770671,OOqGdga8t4s
99,58,28.8481863417,18.0082617769,v-LmMLpvsbk
100,73,169.027999496,12.8025882808,cXfflEWa83E
101,63,147.65569161,0.01,70rKlFJdkKw
102,74,67.384307,0.0,RrEJ2-TfWCI
103,7,43.8149671638,18.4062875757,5O9myPtSriI
104,75,56.4064844237,12.3576043614,9VWoQpg9wqE
105,76,34.318683,0.0,OuEQLjwBIPI
106,17,62.554307,0.2,4IC1_C_dtvk
107,60,29.1671825273,12.6272558502,M6FdaEstXbI
108,60,47.4855959438,34.1469453978,M6FdaEstXbI
109,60,67.0607129485,50.153326053,M6FdaEstXbI
110,60,101.035769111,75.7768268331,M6FdaEstXbI
111,60,106.194285491,101.925168487,M6FdaEstXbI
112,77,50.1717653468,40.7163172622,96c3BWVDoq4
113,77,60.5920550727,54.803005225,96c3BWVDoq4
114,77,78.9240461852,72.7490596866,96c3BWVDoq4
115,77,98.2208789933,83.5552860591,96c3BWVDoq4
116,78,55.49569161,0.0,kBh_98QimD4
117,79,34.3645975039,8.76505928237,eLJYFoCx-gc
118,41,46.760343426,38.6672070638,bodOObk5K00
119,41,72.3886085729,53.5046237278,bodOObk5K00
120,33,224.096933697,122.34025819,Ed7kAmkawTo
121,63,46.8497179506,0.01,BkjWeWUwG0A
122,63,56.6594061858,53.6150201818,BkjWeWUwG0A
123,63,213.614418933,105.031317138,BkjWeWUwG0A
124,27,116.97,41.1825,2PFU_Ee0x14
125,77,59.210648894,0.853179378876,zPu3JBSPa94
126,77,87.5362042727,65.6948121734,zPu3JBSPa94
127,77,109.03632462,97.0918133161,zPu3JBSPa94
128,77,213.806752346,188.552642732,zPu3JBSPa94
129,80,157.645639626,22.54829335,qNHfEf72V3g
130,11,104.73863049,9.94047198078,wts5XRikF1Y
131,11,129.711035445,111.284794895,wts5XRikF1Y
132,11,142.076012655,137.227001984,wts5XRikF1Y
133,81,108.362060424,11.2161064238,BngR6rNiO_g
134,11,27.5016997959,17.1885623724,UWgzslG97MQ
135,11,44.0027196734,33.68958225,UWgzslG97MQ
136,11,58.0973408188,49.84683088,UWgzslG97MQ
137,11,73.9108182014,65.3165370152,UWgzslG97MQ
138,11,89.3805243366,81.8175568928,UWgzslG97MQ
139,11,127.195361556,94.5370930483,UWgzslG97MQ
140,11,146.102780166,133.039472763,UWgzslG97MQ
141,11,172.573166219,151.946891372,UWgzslG97MQ
142,11,190.105499654,178.761048673,UWgzslG97MQ
143,11,213.481944458,199.731094573,UWgzslG97MQ
144,82,43.560396,25.6477102804,1PQiq8zajCE
145,83,6.849885,0.01,pb0k7YrMwZY
146,84,6.941,1.64591575663,ABBQqwPOxw4
147,85,9.14706026443,0.396397542122,JEvEoAESqJ0
148,86,8.58392095684,2.86130698561,57buK1yvKPk
149,86,53.5473151669,26.1021269912,57buK1yvKPk
150,86,73.2844934945,60.437809376,57buK1yvKPk
151,87,97.709569,0.0,puPMvwv2kmg
152,57,18.801,0.2,2QydTDAYJsA
153,25,50.9410360198,24.2719053977,hfBTv5b_Cok
154,25,76.7112066791,68.0212657441,hfBTv5b_Cok
155,88,60.5886946116,48.9539084089,VRwI8Iydb_o
156,89,32.5474446178,18.6469734789,kMRQmijCc5Y
157,89,108.681,56.449474259,kMRQmijCc5Y
158,79,17.6990390602,12.2825227961,-oExUcmbTEE
159,79,45.1630651881,38.5259255406,-oExUcmbTEE
160,62,41.7469789622,34.5388674867,32z1yiC0Co0
161,90,97.8758756318,0.01,v7OluHKECRA
162,91,90.5300553661,4.64940116052,8Kv7piYg9yc
163,25,23.3520716992,19.3324528002,3lkZPJES45Q
164,25,113.889200624,54.3605603489,3lkZPJES45Q
165,92,99.4645050782,0.965674792512,Adjpq4A5WtI
166,57,78.7311154992,55.8387685766,uDpLB-JDjEA
167,93,28.7222318399,25.1406742075,KEJP4Uxa5m0
168,94,143.92778138,29.33741616,fErOJ98E15w
169,95,22.5541684867,12.7321918877,HPrkxpOoep0
170,95,63.6609594384,30.5572605304,HPrkxpOoep0
171,95,94.5819968799,68.7538361934,HPrkxpOoep0
172,95,116.044834633,99.6748736349,HPrkxpOoep0
173,95,126.230588144,121.5014883,HPrkxpOoep0
174,95,184.086904836,130.970920437,HPrkxpOoep0
175,95,196.456380655,189.544026521,HPrkxpOoep0
176,95,207.006815913,202.641118565,HPrkxpOoep0
177,95,224.469605304,212.100129485,HPrkxpOoep0
178,71,160.5427663,35.0639427176,ELlRh3gjpeE
179,96,46.2682979719,1.8389625585,29UfCoftDkA
180,97,49.0700920437,14.3860109204,EGrXaq213Oc
181,97,75.4892402496,54.3909453978,EGrXaq213Oc
182,97,83.7674336973,81.2051357254,EGrXaq213Oc
183,97,99.1412215289,92.2427269891,EGrXaq213Oc
184,74,211.938053141,35.383805774,GxSh-XQhIjU
185,51,116.800441498,80.7594336973,my9Z4bun_Dk
186,98,219.343830112,31.1812307513,xaCOYdzox0g
187,99,0.02,0.01,T_5ANYuDWOA
188,43,59.1378763697,0.0,wvFJbY3SmXI
189,43,5.70609906396,0.01,Y5uVICaJU-0
190,100,114.314156006,71.6790717629,x_FAc0KqMVw
191,3,73.0861536661,35.0647558502,teIE_kXbMiw
192,52,41.0096625819,5.19840809959,35SpLMcN-m8
193,101,40.746299532,31.6126333853,0PS48XWOsKA
194,102,10.495418,0.114614549142,nWpFumm3Z5g
195,103,144.70961547,81.37074078,0AbJgWxIYVI
196,94,58.781,0.01,evkiciK1nRc
197,6,57.3832605304,11.4737191888,jQVT4u6NojM
198,104,17.0825366615,1.6115600624,YzyCFfrX_4I
199,105,21.5492263736,1.2655046092,5T_P4x0q0VM
200,79,88.55095416,75.00404864,Vtsv9iPHDqg
201,79,148.019403377,105.00603692,Vtsv9iPHDqg
202,13,208.506208081,26.2405773292,hGziyfXmotc
203,82,34.420952381,0.0,ay_YB-S4qR0
204,106,28.5286847011,3.8139952809,q2KR3lzTrq4
205,106,93.5191642877,87.7218914607,q2KR3lzTrq4
206,106,167.663233406,159.119883933,q2KR3lzTrq4
207,107,18.1978978159,15.3495312012,e4AIrRnWakA
208,107,106.497262871,97.3191926677,e4AIrRnWakA
209,107,132.449047582,127.385284711,e4AIrRnWakA
210,107,185.618557722,180.238309672,e4AIrRnWakA
211,108,39.241722,0.57605788,Ttx3kt2fW1o
212,43,31.7915096,10.9817992512,1oM26-0yFcM
213,43,171.316068318,41.03594912,1oM26-0yFcM
214,109,15.8412217276,6.84583775885,Mm-bwu8Q2IU
215,109,30.747857444,27.2782099164,Mm-bwu8Q2IU
216,109,41.285307039,37.6871535188,Mm-bwu8Q2IU
217,109,72.1266229269,54.3928662913,Mm-bwu8Q2IU
218,110,82.481,0.01,qXi05KUFOSk
219,42,51.5359000768,31.3647375924,j89l589KFrg
220,42,96.1397382466,67.1614484802,j89l589KFrg
221,42,137.050264976,110.62888313,j89l589KFrg
222,42,153.244015139,148.698401058,j89l589KFrg
223,42,174.551581144,164.892151222,j89l589KFrg
224,75,49.2270230271,36.769571526,NH2TVi42xDE
225,75,115.733738421,82.580844788,NH2TVi42xDE
226,58,222.961,0.0,nKn2uQTVo-U
227,15,47.0676768322,16.428838169,LGS_yzsScfw
228,15,99.517213356,89.1311672003,LGS_yzsScfw
229,15,147.033377996,127.299888856,LGS_yzsScfw
230,15,158.977331949,155.082564356,LGS_yzsScfw
231,30,8.05996865725,4.83598119435,_R-jA9hOFCE
232,30,21.6007160014,18.0543297922,_R-jA9hOFCE
233,30,42.8790332566,25.1471022106,_R-jA9hOFCE
234,30,145.07943583,142.822644606,_R-jA9hOFCE
235,30,155.718594458,152.817005741,_R-jA9hOFCE
236,30,169.904138167,164.100960772,_R-jA9hOFCE
237,85,145.276785847,24.2729101,HzyTD2uZ8jI
238,111,93.7729585897,1.18699947582,AmWcQz_KJG4
239,92,190.964255946,0.01,mE02JHvCEUM
240,112,211.315352574,23.8175819033,gM7JdDs5f4o
241,113,39.3423904867,16.9759599033,gCDpUPvD3s4
242,114,132.591809425,38.9596062782,75xhANnCOEg
243,115,15.3112593604,8.73693330733,BTUgRe4aSsg
244,88,48.3856099844,42.5008736349,mucFmOzqWW8
245,1,10.4740592824,0.0883073322933,qjacthwabek
246,42,26.454549142,0.2,p3vw2UJvLZE
247,116,148.736055497,0.01,XxfatT0sWXw
248,93,8.7025925273,0.01,VYOKYSmoyk0
249,93,79.690883,22.3780950702,VYOKYSmoyk0
250,93,79.1935919984,71.3612587239,VYOKYSmoyk0
251,117,115.280873635,9.00631825273,1B3XsffrM4M
252,118,53.781,0.0,HWuRcUpcsHY
253,43,5.70536953978,0.01,5g7bqiT7Y3c
254,119,78.4764867395,4.99850234009,nLAm7USuYbA
255,18,14.5310271411,1.79067200089,SeVftOMjNMM
256,120,69.511704014,10.4330405663,FmLxc-aNh88
257,96,53.617524701,11.7958554342,mbGpp_nDwI4
258,96,92.5285267707,76.5964625585,mbGpp_nDwI4
259,20,53.2682199688,18.9117940718,gzs6VcYc0OI
260,20,123.87225117,64.300099844,gzs6VcYc0OI
261,20,190.082344774,167.701173167,gzs6VcYc0OI
262,121,156.844206155,14.2341488462,h2xV6mTpUCM
263,31,202.456303878,24.4981374339,4oZtb0kglx4
264,77,50.5396895476,8.00902184087,QV4E2B0AdGw
265,77,127.315829953,85.8898549142,QV4E2B0AdGw
266,62,21.4872297798,19.3070148266,p3PEMCN4h_g
267,62,40.1505039232,24.6364291568,p3PEMCN4h_g
268,62,72.1352142036,49.1159151381,p3PEMCN4h_g
269,100,4.10395084399,4.10395084399,QhiKgeJV3k0
270,100,170.997951833,29.3356486256,QhiKgeJV3k0
271,122,235.921,146.48448986,rYcac4QmSms
272,123,150.425709828,36.6662667707,xOmfJGR5fBw
273,124,2.86597984399,0.281899656786,G6ayznrS0tY
274,124,14.6587821529,13.2962671451,G6ayznrS0tY
275,63,55.2167394696,11.0400405616,H3PWbSF9ax4
276,125,83.8042425019,60.736174524,gA7GpvB10UY
277,125,142.204414598,106.580309619,gA7GpvB10UY
278,126,78.158367,0.01,n_sfeihU3f8
279,111,87.9701080577,6.10701582349,G1hRHCymRGE
280,64,27.1303323916,17.4289804883,9XjHgUP5QW0
281,100,4.59947092305,0.01,kt3hzGla8r4
282,100,47.0561255974,6.01469274553,kt3hzGla8r4
283,100,154.612984106,61.9159547334,kt3hzGla8r4
284,127,61.3696518691,6.10717409377,aCknCFmU0sA
285,28,140.793342608,61.0583378437,Dl0JNkGbZT4
286,89,70.2276041424,12.2134963726,mNM01g9wLy4
287,126,69.2939110764,0.2,D4wcmmQsPng
288,84,47.7949032512,3.83088919189,6J0IdWi4O0Q
289,84,41.50019315,15.3389119,6J0IdWi4O0Q
290,33,96.2207049074,24.5160398731,ZGK-w7-bkNw
291,128,17.9471962617,9.33092211838,OCdmlTxq1Co
292,128,68.0198738318,52.4058130841,OCdmlTxq1Co
293,128,103.55532243,90.0949252336,OCdmlTxq1Co
294,129,65.0296278892,12.3430576661,uMGfCaGMnEE
295,130,46.114829,0.0,s0-xTG38cPw
296,66,55.8279305966,0.2,akUXL2VzFEs
297,21,187.987733645,9.02341121495,cW2R4AuUnK8
298,131,71.0346047088,0.2,h4Cf5u1j0TU
299,131,96.8222237757,75.6225860152,h4Cf5u1j0TU
300,132,14.2802721088,0.01,JZz2O0y0ufY
301,3,60.201,5.16716848674,8UXuHMmOYGI
302,133,75.86549841,35.15925111,M_WEOecjwLY
303,133,98.9355520562,82.2362391295,M_WEOecjwLY
304,43,34.6789287122,0.01,GG_Bi89pNlg
305,95,195.441994,11.9944157625,DzxPreFrmFE
306,79,75.5278107972,5.5421431131,rdkrg8Bj9_I
307,134,58.8120772231,0.01,-5Q7iNtaWCU
308,135,40.930005454,6.82166757566,j9QPrMZuegY
309,135,66.3217680967,40.930005454,j9QPrMZuegY
310,135,96.4507998892,71.2485280125,j9QPrMZuegY
311,135,115.968348786,100.619596741,j9QPrMZuegY
312,35,153.500453532,12.3913052522,X5UoLcloHIM
313,72,86.2853514739,0.01,ymJTN8aKZEw
314,136,146.90201092,12.5417347894,HfN967uah8o
315,137,51.9115856304,0.934310315711,9JMbahMzBjk
316,135,33.6182183463,14.2471259906,ox2AGCcE9a0
317,138,196.444075535,9.85399089433,K3Z3z8t-RIQ
318,49,211.092562358,0.01,9IwS7pfJXu4
319,93,51.3046193448,41.0830093604,QXAs-KJj7K8
320,93,68.0238159126,59.3639656786,QXAs-KJj7K8
321,93,81.1960577223,75.6912402496,QXAs-KJj7K8
322,93,122.678789392,104.984733229,QXAs-KJj7K8
323,121,45.3157160686,25.7521029641,DWsO49YhWUI
324,2,5.02884016537,1.37856236193,tP0viuKibJU
325,108,20.8284574883,0.01,D0pVkTEYQg8
326,24,227.556696474,28.995127582,CqscMsSNiNY
327,133,32.3716552262,4.57991263651,0F8F-ON083s
328,133,62.8697098284,32.9961887676,0F8F-ON083s
329,6,130.330205834,17.7156497591,-DpnaHTk8PA
330,6,206.712252563,134.573652874,-DpnaHTk8PA
331,139,95.3331643796,58.2410799452,-OH1BDqao9w
332,112,85.8839719189,60.0542059282,tAgVokWkdnQ
333,140,37.801,0.01,VIROYxBPp70
334,141,169.106762002,5.02035313749,60Y0DfZhlHM
335,18,11.521,0.01,6y_gnZgf0N8
336,94,121.470486739,2.53877223089,TSO5Phe2ZM4
337,117,123.3441949,8.27425957174,BRuansCVV3U
338,3,162.95724493,10.4622355694,z9l32VOM6wY
339,101,41.1954352574,27.8121466459,_MWyhJS4KbM
340,24,136.163530917,12.034092776,rdkPwRWW91s
341,134,41.7199538939,8.60522069267,-ZBsdK10Trs
342,142,87.4893386247,0.2,P5Y-b-lcBs0
343,36,201.454914197,5.70735881435,1RKExOpIGas
344,129,85.4484179906,21.4026398003,a68fUj833qg
345,143,100.993127925,10.0144446178,pIk9qMEyEd4
346,144,128.225732206,16.0934528,ZTHsS5lQyvQ
347,141,148.75963517,60.3252800297,xf9iLflgRro
348,144,108.93275751,44.88836154,1H2bRd91sZw
349,145,12.1685603206,10.2964741175,7JoYkshshVI
350,145,21.2949805611,15.0936950131,7JoYkshshVI
351,145,42.4729548768,40.7178740967,7JoYkshshVI
352,145,56.3965957317,49.2592672262,7JoYkshshVI
353,145,68.3311450359,66.8100750265,7JoYkshshVI
354,4,200.712386895,15.4139157566,pYvqbfVY-s8
355,146,16.2488261863,2.84207355696,MP31A6fHsh4
356,146,20.7177437293,18.8360942375,MP31A6fHsh4
357,146,150.767165533,32.0076406803,MP31A6fHsh4
358,146,45.1791871231,38.3582077153,MP31A6fHsh4
359,146,60.7027954307,48.7072799203,MP31A6fHsh4
360,146,84.2234140786,81.1657336544,MP31A6fHsh4
361,146,122.797228661,98.3357852673,MP31A6fHsh4
362,146,133.146300396,127.266146204,MP31A6fHsh4
363,146,145.847434421,139.967279779,MP31A6fHsh4
364,96,27.1925575039,14.9419855226,xVPTVGpOkGE
365,89,4.26116862919,0.2,E15Q3Z9J-Zg
366,89,111.399121736,22.5233198972,E15Q3Z9J-Zg
367,147,26.8465420739,0.01,5OWJ7WqKWMU
368,147,103.382736583,83.6010740021,5OWJ7WqKWMU
369,70,38.312403,0.01,uevUOX7Wpz4
370,76,165.921275,55.42782986,0VVNybUx7DE
371,98,99.4725881435,39.2088564743,5Foo5NSjEXQ
372,140,83.057799,1.16617814509,2nPrH4Tv0yc
373,79,23.0143970359,0.2,DW7Zm9DzEDk
374,121,52.0844361666,34.7698803598,xQljKBB3498
375,87,115.333514739,0.01,pwaSQyDNyWs
376,21,135.080925117,40.5498533541,7KEM_rbhASw
377,21,172.951294852,143.430297972,7KEM_rbhASw
378,139,23.754012,0.0,yH018Jl5GMQ
379,25,150.384680187,0.0,mo8CBVntUjE
380,56,30.904635376,0.01,t1urvYx1X_w
381,117,170.939695788,6.04971762871,tjEMbP2SODQ
382,31,41.4845475819,35.859524181,Lr5GuPjfU7Q
383,31,54.4221014041,43.7345569423,Lr5GuPjfU7Q
384,10,165.766071763,20.5853291732,05BGDQvQ2YM
385,31,121.14456222,98.8378226,HWcWElJfEjw
386,68,172.596427362,8.49211163764,OYAyb_Ire24
387,148,113.129457098,64.7318283931,bON69f83fSY
388,133,40.8314539782,35.7557207488,ORKAMBnsX64
389,21,8.89673037806,7.7846390808,jQHGyqk21GI
390,21,15.5692781616,12.2330042698,jQHGyqk21GI
391,21,30.0264650259,22.7978715938,jQHGyqk21GI
392,21,42.5374921201,37.2550584581,jQHGyqk21GI
393,21,51.1561995632,48.0979486064,jQHGyqk21GI
394,21,61.7210668643,54.7704962715,jQHGyqk21GI
395,21,89.2453264119,66.1694320437,jQHGyqk21GI
396,21,114.267380546,98.9761252418,jQHGyqk21GI
397,21,134.00700103,115.657494665,jQHGyqk21GI
398,21,153.190575866,143.73779986,jQHGyqk21GI
399,70,6.0131350259,1.84364989002,Mv2uecqTSdY
400,28,57.5949048908,21.8744285242,juIOpLYnW64
401,71,93.9651785523,10.8667213292,RjFoJggnfj4
402,71,127.658539484,110.878132037,RjFoJggnfj4
403,7,141.43625668,94.3882456771,NsqW8ZwYDEk
404,71,7.26532147544,0.2,uQDTcusxDCg
405,71,27.3846732536,14.2512075095,uQDTcusxDCg
406,71,110.935870221,105.347161394,uQDTcusxDCg
407,55,193.773602324,0.01,e8gJpLlqzA8
408,114,194.837226697,128.542770968,_SzFi60-OGA
409,112,83.8319259429,0.2,mqwC7rqeXsk
410,5,120.531606532,0.2,5yrLDF_ZmN0
411,149,3.229975039,1.34972386895,pHhcYS_wPys
412,150,4.88838,0.32224648986,Cgquef_qgcs
413,150,5.37748829953,5.3438604,Cgquef_qgcs
414,77,225.160012367,11.6366536334,KRGiJIHSd9E
415,111,55.6582312925,0.01,al_NNsjwU-Q
416,44,91.3514090296,63.485038844,WGEKoGRIJGk
417,25,36.361,0.0,6O5UcjQMwoQ
418,71,178.048120818,0.01,7SxEQiFHGm8
419,24,10.7038904113,0.0219277944476,AOteP9srRpw
420,100,21.8895865835,13.0339703588,6Ke30NtYOC0
421,100,69.5352964119,31.6182917317,6Ke30NtYOC0
422,19,122.136825397,0.01,GE2q5qDJ-xU
423,93,56.4759636006,7.67830650097,A0XGYLim9IU
424,88,10.2632199546,0.01,-CEi03j4-Bw
425,55,107.863046022,7.03664196568,TOBHIXCu4Ic
426,151,98.5884679191,19.7528097042,IfKGdI5egKc
427,152,26.1425534165,7.58977357254,64UBH371Jj8
428,152,40.2257999345,36.7682364181,64UBH371Jj8
429,152,48.1528967769,46.0446263401,64UBH371Jj8
430,90,83.3071560062,38.2571934477,HOTCR1uIaBM
431,18,104.277849783,0.01,K98WGaMR4eM
432,153,59.1960810016,6.39957632449,aljYWkDQzN8
433,154,52.10857344,7.97216496,YRMbCxetWtg
434,86,2.51891207488,0.215029079563,L_8Gyi8FMk4
435,24,206.396427813,0.01,Y0G_wA38HkI
436,4,42.45432,3.87918,u6f9COsww0w
437,4,95.8034321373,58.45404,u6f9COsww0w
438,8,107.474990962,20.0951138563,IROb83YwQ8Y
439,98,84.6195469064,11.6369836671,Po8gmt7hVTY
440,155,21.861,7.09374102964,J2gGPC98yec
441,156,59.0947845805,0.01,44FeihJUKvM
442,5,175.100336973,16.7443946958,5co1E0umtJQ
443,77,209.925196758,0.0,aPEqCGdCsp0
444,157,177.252522621,6.71632293292,mBnLy9ZgMkc
445,90,80.9309778128,6.90691090796,wPCQfs0Rgx0
446,158,204.62499526,161.422663997,FmaW2KK4wWU
447,119,106.068152886,15.8348190328,vth3IYGHu5k
448,4,35.9970866396,1.52577918253,OwSdSL_4sxU
449,128,92.2064399093,9.63780241186,s69uPXLvzIg
450,119,23.1216177847,3.4101575663,TM4-Miytfv4
451,159,71.991351014,22.6639438378,UfjR8ewF8xo
452,159,197.976215289,71.6580577223,UfjR8ewF8xo
453,76,200.271735183,14.9069577368,yfjnahzAPSc
454,117,201.343148206,12.4565319813,wUXpeZHrTWw
455,5,63.941,0.01,P1gGM89_T2g
456,59,61.6873414202,2.61642883675,QylENMzsW9w
457,62,63.5514186005,60.3417510905,kUQ4bTeoG-Y
458,160,21.365,1.6386955,5ayMRPi7Lg4
459,137,100.565645,0.01,SIf4H2dqbpg
460,22,56.5207408042,46.107929366,j8i-9T0UeRQ
461,22,86.9261502037,83.5940505435,j8i-9T0UeRQ
462,22,105.252696866,92.9655808378,j8i-9T0UeRQ
463,128,27.4935446542,17.9072321153,tFjGMdff3WM
464,128,43.7902759704,36.8881309424,tFjGMdff3WM
465,128,60.8539122897,55.6773035187,tFjGMdff3WM
466,128,76.7671911044,72.9326660888,tFjGMdff3WM
467,128,93.4473749221,88.4624924019,tFjGMdff3WM
468,128,109.552379988,104.567497467,tFjGMdff3WM
469,97,99.5640982839,24.6758283931,_QyQSAtMdj8
470,117,27.4564820148,14.6113442301,x18x9BKMAlk
471,117,55.073528252,46.4030602473,x18x9BKMAlk
472,117,188.341832768,173.569924316,x18x9BKMAlk
473,75,67.2891818892,0.2,MmOVjM5-D-U
474,161,61.9874967239,54.6523096115,LTBrHLqhRMs
475,95,9.30123845086,5.80694378783,Qo3riKtRg2c
476,39,146.129193448,12.0300062402,eTVzSwuCfd8
477,82,62.0708892356,24.5697269891,YODfHuzK2As
478,82,72.6746661466,69.82975039,YODfHuzK2As
479,82,116.655617785,112.775719189,YODfHuzK2As
480,82,126.226034321,123.122115445,YODfHuzK2As
481,82,140.969648986,136.572430577,YODfHuzK2As
482,82,151.833365055,147.694806552,YODfHuzK2As
483,139,40.1110588968,0.0,orwTrxIwCpo
484,139,58.0527664753,43.2044567551,orwTrxIwCpo
485,139,91.2552362598,83.4186289139,orwTrxIwCpo
486,139,129.200916422,105.072413275,orwTrxIwCpo
487,29,152.546465465,0.2,lq20hEghHtU
488,162,113.217617785,6.14919968799,045Tkq12H_c
489,162,145.772204368,138.537851794,045Tkq12H_c
490,162,202.200154446,183.752555382,045Tkq12H_c
491,162,217.030577223,210.157942278,045Tkq12H_c
492,137,31.4489109158,0.0,95UgspVYJSM
493,92,146.104677067,0.01,yzN9jN3qncA
494,163,189.116422652,70.0431195008,EwEV5_sHGJk
495,9,32.3631060961,0.69686436,UhNgPK81rKM
496,98,36.67430044,19.6919044527,Zkz4ef53YjA
497,98,11.9241635959,8.92608817754,Zkz4ef53YjA
